id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb
AS-014,Pasang Kran dinding diameter 3/4" atau 1/2",Pasang kran dinding TOTO type standard,set,383200.00,Ganesha
AS-015,Pasang Kran dinding leher angsa diameter 3/4" atau 1/2",Pasang kran dinding TOTO type standard,bh,505300.00,Ganesha
AS-016,Pasang Kran wastafel TOTO T 205 MB.,"Pasang kran menggunakan TOTO T 205 MB, berikut dengan aksesoris pemasangan",unit,459100.00,Ganesha
AS-017,Pasang Kran wastafel TOTO TX109LD.,"Pasang kran menggunakan TOTO TX109LD, berikut dengan aksesoris pemasangan",unit,869400.00,Ganesha
AS-018,Pasang Kran Bak Air type wall mount (Kepala kran model tuas),"Pasang Kran Sink TOTO T30ARQ13N Wall Mount, berikut dengan aksesoris pemasangan",unit,750600.00,Ganesha
AS-019,Pasang Kran Bak Air type wall mount (Kepala kran model putar bulat),"Pasang Kran Sink TOTO T30AR13V7N Wall Mount, berikut dengan aksesoris pemasangan",unit,587800.00,Ganesha
AS-020,Pasang Kran Two way (outlet shower),Pasang kran Two way menggunakan San Ei F10C,set,563600.00,Ganesha
AS-021,Pasang Kran dinding cabang TOTO TX4235TI,"Pasang kran dinding cabang menggunakan TOTO TX4235TI, berikut dengan aksesoris pemasangan",buah,796500.00,Ganesha
AS-022,Pasang Kran sink dinding TOTO TX609K.,"Pasang kran dinding sink menggunakan TOTO TX609K, berikut dengan aksesoris pemasangan",buah,673300.00,Ganesha
AS-023,Pasang Fixed shower spray, TOTO THX 20 nb,bh,372200.00,Ganesha
AS-024,Pasang baru shower head,"Pasang baru shower head TX498SN TOTO, berikut dengan aksesoris pemasangan",unit,4260200.00,Ganesha
AS-025,Pasang Floor drain TOTO 4" (Cover bulat),Pasang Floordrain menggunakan TOTO Floor drain dia 4" TX1AN ,bh,433100.00,Ganesha
AS-026,Pasang Floor drain TOTO 4" (Cover Persegi),Pasang Floordrain menggunakan TOTO Floor drain dia 4" TX1BN (Cover Persegi 10x10 cm),bh,66550.00,Ganesha
AS-027,Pasang Floor drain SanEI,Pasang Floordrain menggunakan SanEi Floor drain dia 4" (Cover Persegi 10x10 cm),unit,298900.00,Ganesha
AS-028,Pasang Clean Out 2","Pasang clean out 2 "" menggunakan San Ei HN 58, material stainless steel/chrom",unit,199900.00,Ganesha
AS-029,Pasang Clean out 4","Pasang clean out 4 "" menggunakan San Ei HN 58, material stainless steel/chrom",bh,283500.00,Ganesha
AS-030,Pasang Clean Out 6","Pasang clean out 6 "" menggunakan San Ei HN 58, material stainless steel/chrom",unit,649600.00,Ganesha
AS-031,Pasang tempat sabun,Pasang Tempat sabun menggunakan TOTO TS 126 AR berikut dengan aksesoris pemasangan,unit,280000.00,Ganesha
AS-032,Pasang Baru Urinal Flush Valve,Pasang Urinal Flush Valve TOTO T60P. Berikut dengan aksesoris pemasangan,unit,1202400.00,Ganesha
AS-033,Pasang Siphon/leher angsa wastafel,"Pasang siphon/ leher angsa menggunakan P trap TOTO Tx 709AN, berikut dengan aksesoris pemasangan",set,515800.00,Ganesha
AS-034,Penggantian Afur Wastafel,Pemasangan afur wastafel menggunakan afur Toto standar ,unit,304400.00,Ganesha
AS-035,Pasang shower + kran mixer,Pasang shower + kran mixer TX471SRR Toto,set,3743200.00,Ganesha
AS-036,Pasang waterheater,Water heater baru menggunakan ariston type berikut ARISTON - ELECTRIC SLIM WATER HEATER FARWH-00-SL30DL350 berikut assesories (Kabel Flexible dll.),set,4554000.00,Ganesha
AS-037,Pasang hand railing (toilet),"Pasang railling stainless 304. Pipa 1.5"" ss tebal 1.2mm, Planes 2""+Ring pipa, - Piser 8mm dan asesoris",m1,699100.00,Ganesha
AS-038,Pasang Paper Holder,Paper holder menggunakan TOTO TX703AG berikut dengan aksesoris pemasangan,unit,758300.00,Ganesha
AS-039,Pasang Sink eksisting,"Pasang sink alumunium eksisting. Termasuk accessories tambahan. Pemasangan dilakukan dengan hati-hati dan rapih, sampai sink terpasang & berfungsi dengan normal. ",set,219000.00,Ganesha
AS-040,Pek.Pemasangan Cubicle toilet partisi Compact laminate Phenolic h.200 cm,"Pasang Cubicle Pintu : Panel Phenolic Board Door uk. 600x1800x12mm
Partisi : Panel Phenolic Board tebal 12 mm, ukuran disesuaikan desain
Door Hardware : Stainless steel Accessories
* Terdiri dari : Lock Set (Kunci lengkap dengan indicator)
                      : Hinges (Engsel system jepit)
                      : Coat hook (Stopper pintu yang juga berfungsi sebagai gantungan)
Rangka/Frame : Aluminium N/A
Kaki/Pedestal : Stainless steel
Screw Conection : Stainless steel",m2,2815300.00,Ganesha
AS-041,Pasang kloset Duduk khusus difabel,Kloset duduk  TOTO type C 704 L/SW 784 JP berikut aksesoris nya,set,6062600.00,Ganesha
AS-042,Pasang Washtafel gantung khusus Difabel,"Pasang Washtafel tipe LW 103 JT1 berikut aksesoris kran air T 205 QN + afur TX 709 AV4N, TX 277 S, TL 220 D, PJ /2 ,tempat sabun TOTO",set,2700600.00,Ganesha
AS-043,Pasang Hand Shower ,"Pasang baru Hand shower with wall outlet TOTO type TX 433SJN,berikut aksesoris pemasangan",set,2789300.00,Ganesha
AS-044,Pekerjaan Memasang Tandon air, Tandon air 5000 Lt  Penguin,unit,12328200.00,Ganesha
AS-045,Pekerjaan pasang bio septictank biofil BF08,"Pasang bio septictank menggunakan Biofil BF08 ukuran 200x100x150cm, volume 3000 liter, kapasitas 8-12 orang/hari",unit,8486500.00,Ganesha
AS-046,Pasang Saringan Sumur Resapan,"Pasang saringan material acrylic, ukuran 24x24 cm tebal 1 cm, diberi lubang dengan diameter 2 cm, dengan pasang baut uk. 5 mm dengan jarak 5 - 8 cm",bh,72300.00,Ganesha
AS-047,Pasang Grill Penutup saluran keliling sumur resapan,"Pasang grill penutup menggunakan material baja siku ukuran 40.40.3 dan besi tulanganNo10, sambungan dilas, dengan jarak antar grill tulangan 4 cm, termasuk pengecatan menggunakan cat seiv",unit,714500.00,Ganesha
AS-048,Pasang ijuk,Pekerjaan pengisian sumur resapan menggunakan serat ijuk ,m3,313500.00,Ganesha
AS-049,Pasang batu split 2/3,Pekerjaan pengisian sumur resapan menggunakan batu split 2/3,m3,294500.00,Ganesha
AS-050,Pasang batu kali ,Pekerjaan pengisian sumur resapan menggunakan batu kali ,m3,223200.00,Ganesha
AS-051,Pasang Box Culvert,"Pasang Box Culvert ukuran lebar bersih 1x1 m, dan panjang 1.2 m, muktu beton K-350, dengan wiremesh U-50, Beton Elemenindo Perkasa, pemasangan dilakukan secara hati-hati dan rapi",Bh,5583700.00,Ganesha
AT-001,Pasang Tanah lembang + pupuk (TL),Menggunakan tanah gembur Lembang,m3,196400.00,Ganesha
AT-002,Pasang Rumput gajah mini (RM),Tanaman rumput menggunakan rumput gajah mini,m2,60800.00,Ganesha
AT-003,Pasang Baru Tanaman (Bambu),Pasang baru tanaman bambu,bh,22400.00,Ganesha
AT-004,Pasang Rambu portable 1 tiang,"Pasang Rambu jenis portable standar ukuran DLLAJ, Berikut kaki pipa besi ukuran 2"" tebal 2 mm, finishing crome",unit,1065900.00,Ganesha
MA-001,Pek. Pasang Pelampung Bola 1/2","Pekerjaan Pasang pelampung valve kuningan, bola PVC ukuran 1/2 inch onda.",unit,167800.00,Ganesha
MA-002,Pek. Pasang Pelampung Bola 3/4","Pekerjaan Pasang pelampung valve kuningan, bola PVC ukuran 3/4 inch onda.",unit,258300.00,Ganesha
MA-003,Pek. Pasang Pelampung Bola 2","Pekerjaan Pasang pelampung valve kuningan, bola stainless ukuran 2 inch onda.",unit,1763200.00,Ganesha
MA-004,Pasang WLC,WLC 10 amp Omron G1F G  P,unit,507200.00,Ganesha
MA-005,"Pemasangan pompa banjir head 6,5 m","Pemasangan pompa menggunakan Pompa celup Grundfos KPC300A head 6.5m, 216 liter/ menit, tegangan listrik 220 volt,diameter outlet 1 1/4"".",unit,2603700.00,Ganesha
MA-006,Pemasangan pompa banjir head 10 m,"Pemasangan pompa menggunakan Pompa celup Grundfos KPC600A head 10m, 266 liter/ menit, tegangan listrik 220 volt,diameter outlet 1 1/4"".",unit,3851300.00,Ganesha
MA-007,Pemasangan footvalve 3/4",Pemasangan menggunakan Foot Valve kuningan ukuran 3/4" Onda berikut dengan material pelengkapnya.,unit,118900.00,Ganesha
MA-008,Pemasangan footvalve 1",Pemasangan menggunakan Foot Valve kuningan ukuran 1" Eurostop berikut dengan material pelengkapnya.,unit,239000.00,Ganesha
MA-009,Pemasangan footvalve 1 1/2",Pemasangan menggunakan Foot Valve kuningan ukuran 1 1/2" Onda berikut dengan material pelengkapnya.,unit,272700.00,Ganesha
MA-010,Pemasangan footvalve 2",Pemasangan menggunakan Foot Valve kuningan ukuran 2" Onda berikut dengan material pelengkapnya.,unit,390400.00,Ganesha
MA-011,Pemasangan footvalve 4",Pemasangan menggunakan Foot Valve kuningan ukuran 4" Onda berikut dengan material pelengkapnya.,unit,1499700.00,Ganesha
MA-012,Pemasangan Stop Kran Kuningan 1/2",Pemasangan valve menggunakan ball valve 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,183500.00,Ganesha
MA-013,Pemasangan Stop Kran Kuningan 3/4",Pemasangan valve menggunakan ball valve 3/4" kuningan KITZ berikut material pelengkapnya. ,bh,222000.00,Ganesha
MA-014,Pemasangan Stop Kran Kuningan 1",Pemasangan valve menggunakan ball valve 1" kuningan KITZ berikut material pelengkapnya. ,bh,301200.00,Ganesha
MA-015,Pemasangan Stop Kran Kuningan 1 1/2",Pemasangan valve menggunakan ball valve 1 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,532200.00,Ganesha
MA-016,Pemasangan Stop Kran Kuningan 2",Pemasangan valve menggunakan ball valve 2" kuningan KITZ berikut material pelengkapnya. ,bh,864000.00,Ganesha
MA-017,Pemasangan Valve Kuningan 1/2",Pemasangan valve menggunakan gate valve 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,159900.00,Ganesha
MA-018,Pemasangan Valve Kuningan 3/4",Pemasangan valve menggunakan gate valve 3/4" kuningan KITZ berikut material pelengkapnya. ,bh,187400.00,Ganesha
MA-019,Pemasangan Valve Kuningan 1",Pemasangan valve menggunakan gate valve 1" kuningan KITZ berikut material pelengkapnya. ,bh,243400.00,Ganesha
MA-020,Pemasangan Valve Kuningan 1 1/2",Pemasangan valve menggunakan gate valve 1 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,394300.00,Ganesha
MA-021,Pemasangan Valve Kuningan 2",Pemasangan valve menggunakan gate valve 2" kuningan KITZ berikut material pelengkapnya. ,bh,597900.00,Ganesha
MA-022,Pemasangan Valve Kuningan 2 1/2",Pemasangan valve menggunakan gate valve 2 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,1288000.00,Ganesha
MA-023,Pemasangan Valve Kuningan 3",Pemasangan valve menggunakan gate valve 3" kuningan KITZ berikut material pelengkapnya. ,bh,1728000.00,Ganesha
MA-024,Pasang Stop kran PVC 1/2","Pasang stop kran PVC menggunakan ball valve PVC 1/2"" Onda, berikut dengan aksesoris pemasangan.",bh,33100.00,Ganesha
MA-025,Pasang Stop kran PVC 3/4","Pasang stop kran PVC menggunakan ball valve PVC 3/4"" Onda, berikut dengan aksesoris pemasangan.",bh,38600.00,Ganesha
MA-026,Pasang Stop kran PVC 1","Pasang stop kran PVC menggunakan ball valve PVC 1"" Onda, berikut dengan aksesoris pemasangan.",bh,44700.00,Ganesha
MA-027,Pasang Stop kran PVC 1 1/4","Pasang stop kran PVC menggunakan ball valve PVC 1 1/4"" Onda, berikut dengan aksesoris pemasangan.",bh,53500.00,Ganesha
MA-028,Pasang Stop kran PVC 2","Pasang stop kran PVC menggunakan ball valve PVC 2"" Onda, berikut dengan aksesoris pemasangan.",bh,105900.00,Ganesha
MA-029,Pemasangan exhaust fan plafon 25x25 cm,"Pemasangan exhaust fan menggunakan ceiling siroco fan KDK 24CDQN ukuran cover 25x25 cm 19 watt berikut dengan ducting fleksible duct ukuran 6"", kabel daya NYM 3x1.5mm, asesoris, bobokan dinding serta perapihannya.",unit,1118300.00,Ganesha
MA-030,Pemasangan exhaust fan plafon 35x35 cm,"Pemasangan exhaust fan menggunakan ceiling siroco fan KDK 32CHH ukuran cover 35x35 cm berikut dengan ducting fleksible duct ukuran 6"", kabel daya NYM 3x1.5mm, asesoris, bobokan dinding serta perapihannya.",unit,4993800.00,Ganesha
MA-031,Pemasangan exhaust fan dinding 35x35 cm,Pemasangan exhaust fan dinding menggunakan exhaust fan tipe wall KDK25-RQN5 berikut kabel daya NYM 3x1.5mm.,unit,671200.00,Ganesha
MA-032,Pemasangan exhaust fan dinding 40x40 cm,Pemasangan exhaust fan dinding menggunakan exhaust fan tipe wall KDK30-RQN5 berikut kabel daya NYM 3x1.5mm.,unit,809200.00,Ganesha
MI-001,Pemasangan Pipa Refrigeran AC 3/8? + 1/4? ,"Pipa set tembaga berikut dengan insulasi Hoda (Pemakaian AC kap. 0,5-1 PK) termasuk flaring, isolasi duct tape dan klem.",m',88600.00,Ganesha
MI-002,Pemasangan Pipa Refrigeran AC 1/4? + 1/2?,"Pipa set tembaga berikut dengan insulasi Hoda (pemakaian AC Kap. 1.5-2 Pk) termasuk flaring, isolasi duct tape dan klem.",m',100400.00,Ganesha
MI-003,Pemasangan Pipa Refrigeran AC 1/4? + 5/8? ,"Pipa set tembaga berikut dengan insulasi Hoda (pemakaian AC Kap. 2.5-3 Pk) termasuk flaring, isolasi duct tape dan klem.",m',131000.00,Ganesha
MI-004,Pemasangan Pipa Refrigeran AC 3/8? + 5/8? ,"Pipa set tembaga berikut dengan insulasi Hoda (pemakaian AC Kap. 3-4 Pk) termasuk flaring, isolasi duct tape dan klem.",m',150500.00,Ganesha
MI-005,Pemasangan pipa fleksible PVC 5/8" (20mm),Pemasangan pipa fleksible berbahan PVC warna putih termasuk klem.,m',14000.00,Ganesha
MI-006,Pemasangan pipa fleksible PVC 3/4" (25mm),Pemasangan pipa fleksible berbahan PVC warna putih termasuk klem.,m',16900.00,Ganesha
MI-007,"Pekerjaan jasa instalasi AC Tipe wallmounted 0,5 - 1 PK","Pemasangan AC tipe wallmounted (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 1/4 + 3/8, pipa drain fleksible, kabel power Indoor NYMHY 3x1.5mm2, kabel daya outdoor NYM 3x1.5mm2, MCB 4 Ampere, bracket outdoor dan asesoris lainnya.",unit,753400.00,Ganesha
MI-008,"Pekerjaan jasa instalasi AC Tipe wallmounted 1,5 - 2 PK","Pemasangan AC tipe wallmounted (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 1/4 + 1/2, pipa drain fleksible, kabel power Indoor NYMHY 3x1.5mm2, kabel daya outdoor NYM 3x1.5mm2, MCB 6/10 Ampere, bracket outdoor dan asesoris lainnya.",unit,821400.00,Ganesha
MI-009,"Pekerjaan jasa instalasi AC Tipe wallmounted 2,5 PK","Pemasangan AC tipe wallmounted (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 3/8"" + 5/8"", pipa drain fleksible, kabel power Indoor NYMHY 3x1.5mm2, kabel daya outdoor NYM 3x2.5mm2, MCB 10 Ampere, bracket outdoor dan asesoris lainnya.",unit,1020000.00,Ganesha
MI-010,"Pekerjaan jasa instalasi AC Tipe Ceiling Cassete 2,5 - 3 PK","Pemasangan AC tipe ceiling cassete (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 3/8"" + 5/8"", pipa drain PVC 3/4"", kabel power Indoor NYM3x2.5mm2, kabel daya outdoor NYY 4x2.5mm2, MCCB 10 Ampere dan asesoris lainnya.",unit,2556500.00,Ganesha
MI-011,"Pekerjaan jasa instalasi AC Tipe ceiling cassete 3,5 - 4 PK","Pemasangan AC tipe ceiling cassete (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 3/8"" + 5/8"", pipa drain PVC 3/4"", kabel power Indoor NYY 4x2.5mm2, kabel daya outdoor NYY 4x2.5mm2, MCCB 10 Ampere dan asesoris lainnya.",unit,2594200.00,Ganesha
MI-012,Pekerjaan jasa instalasi AC Tipe ceiling cassete 5 PK,"Pemasangan AC tipe ceiling cassete (Indoor dan outdoor unit) berikut instalasinya: pipa set tembaga 3/8"" + 5/8"", pipa drain PVC 3/4"", kabel power Indoor NYY 4x2.5mm2, kabel daya outdoor NYY 4x2.5mm2, MCCB 10 Ampere dan asesoris lainnya.",unit,2669400.00,Ganesha
MI-013,Pengisian refrigeran R22,Pengisian refrigeran honeywell termasuk pengukuran tekanan kerja discharge dan suction pressure (Psi) dengan menggunakan manifold gauge,kg,166400.00,Ganesha
MI-014,Pengisian refrigeran R410A,Pengisian refrigeran honeywell termasuk pengukuran tekanan kerja discharge dan suction pressure (Psi) dengan menggunakan manifold gauge,kg,210300.00,Ganesha
MI-015,Pengisian refrigeran R32,Pengisian refrigeran honeywell termasuk pengukuran tekanan kerja discharge dan suction pressure (Psi) dengan menggunakan manifold gauge,kg,231700.00,Ganesha
MI-016,Pemasangan Pipa SCH40 hitam 1 1/2","Pemasangan menggunakan pipa BSP Schedule 40 hitam 1 1/2"" tebal 3,70 mm spindo berikut dengan fitting dan asesorisnya.",m',99000.00,Ganesha
MI-017,Pemasangan Pipa SCH40 hitam 2","Pemasangan menggunakan pipa BSP Schedule 40 hitam 2"" tebal 3,90 mm spindo berikut dengan fitting dan asesorisnya.",m',124500.00,Ganesha
MI-018,Pemasangan Pipa SCH40 hitam 2 1/2","Pemasangan menggunakan pipa BSP Schedule 40 hitam 2 1/2"" tebal 5,2 mm spindo berikut dengan fitting dan asesorisnya.",m',194800.00,Ganesha
MI-019,Pemasangan Pipa SCH40 hitam 3","Pemasangan menggunakan pipa BSP Schedule 40 hitam 3"" tebal 5,5 mm spindo berikut dengan fitting dan asesorisnya.",m',251900.00,Ganesha
MI-020,Pemasangan Pipa SCH40 hitam 4","Pemasangan menggunakan pipa BSP Schedule 40 hitam 4"" tebal 6,0 mm spindo berikut dengan fitting dan asesorisnya.",m',355500.00,Ganesha
MI-021,Pasang besi Pipa Galvanis 1/2",Pasang besi pipa GIP medium ukuran 1/2" t=2.6mm berikut fitting dan meni besi.,m1,41400.00,Ganesha
MI-022,Pasang besi Pipa Galvanis 3/4",Pasang besi pipa GIP medium ukuran 3/4" t=2.6mm berikut fitting dan meni besi,m1,52100.00,Ganesha
MI-023,Pasang besi Pipa Galvanis 1" ,Pasang besi pipa GIP medium ukuran 1" berikut fitting dan meni besi,m1,76000.00,Ganesha
MI-024,Pasang besi Pipa Galvanis 1-1/2" ,Pasang besi pipa GIP medium ukuran 1 1/2" t=3.2mm berikut fitting dan meni besi,m1,113400.00,Ganesha
MI-025,Pasang besi Pipa Galvanis 2" ,Pasang besi pipa GIP medium ukuran 2" t=3.2mm berikut fitting dan meni besi.,m1,154200.00,Ganesha
MI-026,Pasang besi Pipa Galvanis 2-1/2",Pasang besi pipa GIP medium ukuran 2 1/2" t=3.6mm berikut fitting dan meni besi.,m1,195900.00,Ganesha
MI-027,Pasang besi Pipa Galvanis 3",Pasang besi pipa GIP medium ukuran 3" t=3.6mm berikut fitting dan meni besi.,m1,251200.00,Ganesha
MI-028,Pasang pipa PVC 1/2",Pemasangan pipa PVC ukuran 1/2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,11900.00,Ganesha
MI-029,Pasang pipa PVC 3/4" ,Pemasangan pipa PVC ukuran 3/4" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,14500.00,Ganesha
MI-030,Pasang pipa PVC 1",Pemasangan pipa PVC ukuran1" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,18200.00,Ganesha
MI-031,Pasang pipa PVC 1 1/2",Pemasangan pipa PVC ukuran 1 1/2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,29400.00,Ganesha
MI-032,Pasang pipa PVC 2" ,Pemasangan pipa PVC ukuran 2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,36500.00,Ganesha
MI-033,Pasang pipa PVC 2 1/2" ,Pemasangan pipa PVC ukuran 2 1/2" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,50100.00,Ganesha
MI-034,Pasang pipa PVC 3" ,Pemasangan pipa PVC ukuran 3" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,68400.00,Ganesha
MI-035,Pasang pipa PVC 4" ,Pemasangan pipa PVC ukuran 4" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,109000.00,Ganesha
MI-036,Pasang pipa PVC 8" ,Pemasangan pipa PVC ukuran 8" menggunakan Wavin AW warna abu berikut dengan fitting dan aksesorisnya.,m1,386900.00,Ganesha
MI-037,Pemasangan pipa PPR 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1/2" berikut dengan asesorisnya.,m1,20500.00,Ganesha
MI-038,Pemasangan pipa PPR 3/4",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 3/4" berikut dengan asesorisnya.,m1,25200.00,Ganesha
MI-039,Pemasangan pipa PPR 1",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1" berikut dengan asesorisnya.,m1,37900.00,Ganesha
MI-040,Pemasangan pipa PPR 1 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 1 1/2" berikut dengan asesorisnya.,m1,56800.00,Ganesha
MI-041,Pemasangan pipa PPR 2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 2" berikut dengan asesorisnya.,m1,84800.00,Ganesha
MI-042,Pemasangan pipa PPR 2 1/2",Pemasangan pipa untuk aplikasi air bersih dingin/panas menggunakan pipa PPR Wavin Tigris PN10 ukuran 2 1/2" berikut dengan asesorisnya.,m1,181500.00,Ganesha
MI-043,Pasang pipa HDPE 1 1/2" ,Pasang pipa HDPE ukuran 1 1/2" menggunakan Wavin Hitam PN10 berikut dengan aksesorisnya.,m1,30900.00,Ganesha
MI-044,Pasang pipa HDPE 2" ,Pasang pipa HDPE ukuran 2" menggunakan Wavin Hitam PN10 berikut dengan aksesorisnya.,m1,46700.00,Ganesha
